accountNumber,accountType,balance,createdAt,isActive,currency
ES3572649238077861503648,Checking,66172.18,2021-08-09,True,EUR
ES0243571658902980722977,Corporate,11356.68,2022-06-20,False,USD
ES6491384852184287806569,Savings,42719.37,2023-02-05,False,EUR
ES1059433136275743162867,Corporate,90395.01,2023-12-01,True,EUR
ES6133346454409068220073,Checking,17111.82,2022-04-24,True,USD
ES7454576802544158763551,Checking,81112.91,2022-11-09,False,GTQ
ES7047203400689314807024,Corporate,69755.35,2021-02-10,False,EUR
ES9287008157460150764815,Savings,26004.9,2021-06-19,False,GTQ
ES5573027123905912915004,Checking,48773.2,2024-06-19,False,EUR
ES7172079620243580654471,Savings,97105.8,2020-07-28,True,GTQ
ES8088899575736585192774,Savings,42677.61,2023-08-27,False,GTQ
ES2192289745549855201119,Checking,59714.53,2021-08-16,True,GTQ
ES9040515401313257353657,Savings,92313.01,2020-12-16,True,GTQ
ES6087505427573016349741,Savings,13859.19,2020-08-06,False,USD
ES2201205894275027916105,Savings,31618.08,2022-07-08,True,EUR
ES0420438728941200245232,Checking,40203.39,2020-02-28,False,USD
ES2667954307485109986660,Corporate,15601.61,2021-03-23,True,EUR
ES1366961813063243717279,Checking,8957.15,2021-07-19,True,USD
ES1778563574736717000861,Checking,9926.52,2024-04-11,True,USD
ES8524283126034564167158,Corporate,55979.47,2024-05-25,False,USD
ES7060271317154261434310,Checking,16773.65,2023-07-03,True,EUR
ES5655085914918711723534,Corporate,68991.86,2020-06-13,True,EUR
ES5463943001713121179722,Corporate,38252.87,2020-08-04,False,GTQ
ES8729291962045984607697,Savings,76542.56,2022-02-14,True,EUR
ES0893811340570314865988,Savings,32517.31,2021-05-05,True,EUR
ES3787195094775952400898,Checking,89904.11,2025-01-15,False,GTQ
ES3456328733781876261894,Checking,53877.4,2020-08-24,False,EUR
ES4965850870790651198131,Corporate,74302.48,2021-08-03,True,USD
ES7871863627311760991484,Corporate,18637.84,2024-07-05,True,EUR
ES9384121935146949451386,Checking,34645.24,2024-02-27,True,GTQ
ES2644454615773505489935,Corporate,75416.76,2020-04-16,True,GTQ
ES0355474245885320019180,Savings,14669.91,2023-05-20,True,USD
ES1460654087629773538998,Savings,30891.85,2023-01-24,True,EUR
ES6151635347496414413080,Checking,65750.45,2020-08-22,False,USD
ES1648290793585964248856,Checking,31798.12,2023-12-03,False,USD
ES2409709056262785875753,Checking,95892.76,2021-09-09,False,USD
ES8922832972979375752232,Savings,40423.4,2022-06-16,True,EUR
ES9753321715480805044309,Savings,35282.4,2024-11-19,True,GTQ
ES5583005330870672747039,Checking,80551.48,2022-12-23,True,USD
ES6568375403510749222306,Checking,13745.21,2024-05-29,False,GTQ
ES3722636159149236361542,Checking,2147.28,2023-09-14,False,EUR
ES4527151455165559663487,Savings,30992.5,2020-11-15,False,GTQ
ES5290107939421875510822,Corporate,12479.88,2023-01-16,False,GTQ
ES0828221564692747403162,Checking,78319.35,2021-07-28,False,GTQ
ES4467420655315157013967,Checking,12055.54,2020-06-17,True,EUR
ES4826322338986112018824,Corporate,76201.47,2022-02-04,True,USD
ES9229624935725240252798,Savings,34374.45,2022-01-02,False,USD
ES6217078277398947657567,Corporate,81470.68,2020-07-04,False,EUR
ES2622664154376017369207,Savings,47011.55,2023-01-03,True,USD
ES8297352509009955108092,Checking,46564.82,2023-03-30,True,GTQ
ES6377008734808747496220,Corporate,37560.35,2020-09-19,False,EUR
ES4961930153220892753636,Corporate,30318.3,2021-03-27,True,GTQ
ES4721449003568954099982,Checking,18694.09,2024-04-26,False,EUR
ES7844973767273775565142,Savings,45230.24,2024-11-20,False,GTQ
ES7551956158704125841087,Savings,59982.11,2020-07-11,False,GTQ
ES1009936234664477496809,Savings,53595.58,2024-02-12,False,USD
ES5725826054934688931276,Savings,9320.64,2023-11-08,True,USD
ES6626179580164207865822,Corporate,15319.79,2022-03-30,False,EUR
ES5014160495128735112351,Checking,35193.24,2024-04-04,False,GTQ
ES8596333528464733621580,Corporate,25165.97,2020-09-02,False,USD
ES1130142245144112936907,Savings,33332.26,2022-08-18,True,USD
ES4870664695106588793457,Corporate,97707.49,2022-11-15,True,EUR
ES9129333308406870864755,Corporate,98046.38,2025-01-05,True,EUR
ES2230482171467575884263,Corporate,75177.43,2023-10-29,False,EUR
ES5486054846360809741447,Savings,19209.1,2020-11-17,False,GTQ
ES0515259602341080344182,Corporate,74525.81,2024-08-01,True,EUR
ES7019296221924921403939,Savings,79570.83,2021-06-25,False,EUR
ES7132468541023413690609,Corporate,51889.92,2025-02-14,True,GTQ
ES8192924688729351826658,Savings,38049.4,2023-09-22,False,USD
ES4831454883180766852124,Checking,28203.89,2024-07-11,True,EUR
ES2282835703916656548000,Corporate,67472.52,2021-12-17,False,USD
ES8437844063728676234868,Corporate,29206.34,2024-09-26,True,EUR
ES2482890595012107492367,Savings,2853.18,2023-07-15,False,GTQ
ES8743670332600065809587,Savings,28202.1,2022-11-13,False,GTQ
ES2276516017644451594997,Corporate,32497.78,2021-04-01,True,USD
ES3080998436592330308281,Savings,71191.84,2022-10-19,True,USD
ES9627550562748741324498,Corporate,29495.3,2025-01-18,False,GTQ
ES6593780275992049629226,Checking,63842.49,2024-12-23,False,GTQ
ES1605311595139442357729,Checking,48084.69,2020-11-21,True,EUR
ES2233603837036705985599,Checking,32644.64,2022-11-10,False,USD
ES9365125980888021344357,Checking,85581.24,2020-12-11,False,USD
ES4528417575564454236609,Corporate,70074.81,2024-05-24,False,EUR
ES8663025868304825447678,Checking,4194.38,2024-10-13,True,GTQ
ES9099827747175807388388,Checking,56571.25,2023-07-08,False,USD
ES4767415671144922124985,Savings,75053.08,2022-10-13,False,EUR
ES7131196208264078997180,Checking,75334.89,2022-03-20,False,GTQ
ES4239110779668843619856,Checking,3926.89,2024-02-22,True,GTQ
ES1987284806112719972547,Checking,56924.35,2023-03-31,False,USD
ES8054443483553851289994,Checking,56087.51,2024-09-21,False,USD
ES1373851925765580538897,Checking,92196.45,2022-03-17,True,EUR
ES2214502510000957787653,Corporate,94933.09,2020-07-27,True,USD
ES7483897480461188988707,Checking,22612.23,2025-02-18,True,GTQ
ES7261462439940481643294,Checking,18683.62,2024-03-01,True,GTQ
ES1222972870542244808449,Checking,55456.97,2020-10-15,False,USD
ES2732816690151124698902,Checking,90145.43,2024-01-26,False,EUR
ES0828605948598793471456,Checking,63397.29,2022-05-09,False,GTQ
ES0254487940451090873844,Corporate,53718.33,2022-09-26,True,EUR
ES0671374570615143362515,Checking,75925.99,2024-09-08,False,EUR
ES0713992518826883338478,Savings,92467.15,2022-07-27,True,EUR
ES3757206038682510475386,Checking,1330.4,2020-06-27,False,EUR
ES8648636517739769705732,Corporate,18054.8,2021-05-13,True,EUR
ES4844789625921495700159,Corporate,65657.32,2022-10-27,False,EUR
ES3914838652397087335224,Savings,64005.27,2024-07-31,True,USD
ES2975748808499201694487,Corporate,62372.11,2022-04-14,True,GTQ
ES5469151403121185391317,Corporate,73482.65,2021-09-04,True,EUR
ES4322584343573266300451,Corporate,25744.13,2021-01-10,False,GTQ
ES6276276176789592794515,Savings,95232.76,2022-07-01,True,GTQ
ES4564908409608046876896,Corporate,88467.74,2024-01-29,False,GTQ
ES5255302493212921953433,Corporate,86480.39,2023-04-02,True,EUR
ES8785133353179836864268,Checking,72582.95,2020-04-03,True,USD
ES7142406697384559385350,Checking,93776.95,2021-05-09,True,EUR
ES9652558705397197749076,Savings,30005.21,2022-06-04,True,USD
ES8915645899436799457945,Corporate,46656.78,2023-08-17,True,GTQ
ES7300420455265486408770,Corporate,44921.67,2022-11-17,True,USD
ES0745885563101408593338,Checking,50521.28,2024-06-18,True,GTQ
ES5897054567391934085273,Checking,87336.46,2020-05-31,True,USD
ES3209586628674159951371,Checking,72482.58,2024-04-30,True,USD
ES6394098849354469068730,Corporate,4199.93,2021-11-12,False,GTQ
ES9315139296176248744515,Checking,86354.73,2021-05-18,True,EUR
ES8603039620556162035487,Checking,88452.35,2024-06-19,True,GTQ
ES0369086261969966318100,Corporate,65061.84,2023-06-27,True,EUR
ES6611260443620804808087,Checking,82947.63,2021-01-17,True,EUR
ES5825636638047988632645,Checking,83002.47,2024-12-10,True,EUR
ES8393982884405312331492,Checking,71945.84,2021-11-15,False,EUR
ES8304290341418065511891,Savings,11258.68,2022-07-19,False,GTQ
ES3201988811555265052736,Savings,72477.43,2021-05-26,False,EUR
ES5134268131329680964287,Corporate,34643.63,2024-07-13,True,EUR
ES3307606905427422717500,Savings,27186.26,2022-10-01,False,GTQ
ES9103906806043265548629,Corporate,8332.89,2020-05-17,False,USD
ES5685062821279379662179,Checking,34901.85,2020-08-07,False,EUR
ES6168912865565439001969,Checking,70256.61,2024-03-02,False,GTQ
ES0587041321981719422919,Savings,76370.95,2023-07-28,True,GTQ
ES9831692411167519056813,Checking,3568.11,2024-06-16,False,GTQ
ES8112986761093788768390,Checking,71666.51,2022-06-13,False,GTQ
ES9336291116392689486450,Savings,57196.35,2022-09-27,False,EUR
ES3635282767333106340180,Corporate,44546.37,2020-02-26,False,USD
ES5596497431385701941785,Corporate,80714.67,2024-03-28,True,USD
ES3000407067917644597871,Corporate,29940.96,2020-07-30,False,EUR
ES2987512914699480936024,Corporate,23563.88,2023-03-25,True,GTQ
ES5549615860800716354024,Checking,15687.97,2025-01-05,True,EUR
ES3471520689603063726770,Checking,72392.8,2021-07-07,False,EUR
ES7525261536938960329993,Corporate,90100.4,2020-03-17,False,GTQ
ES7418088172176107962241,Savings,59126.41,2021-11-15,False,GTQ
ES1960724093363428167272,Checking,38419.9,2022-01-25,False,GTQ
ES6321363824372236833815,Savings,87207.44,2023-06-30,False,USD
ES4322002184101971607666,Checking,89816.23,2021-01-06,True,GTQ
ES9596206866093751793257,Savings,34894.33,2022-04-05,False,USD
ES9354217231809532278683,Savings,15858.76,2022-05-20,True,GTQ
ES2911000918627972006423,Savings,36293.64,2021-12-12,False,GTQ
ES1978062382387840915970,Corporate,90723.9,2022-05-15,True,GTQ
ES8758698401638121800738,Savings,36992.47,2023-01-22,True,EUR
ES3039870258455619095786,Corporate,10785.16,2024-06-12,False,GTQ
ES3780960225243818793241,Savings,27875.88,2024-02-24,True,USD
ES7835193527949814776216,Checking,57103.51,2022-03-06,True,USD
ES8304223822699999094759,Checking,79929.72,2021-05-14,True,GTQ
ES8006206008714636660461,Corporate,85894.74,2024-07-10,True,GTQ
ES1610231607308944366107,Corporate,46150.54,2021-06-08,True,GTQ
ES3904401967335444751247,Checking,55645.59,2020-03-21,True,GTQ
ES8687810974632819558342,Savings,73600.39,2020-11-22,True,USD
ES8532395634544473541812,Corporate,30973.32,2020-06-19,True,USD
ES3455793800325302603457,Savings,58982.06,2023-03-22,False,EUR
ES6703904978962424880984,Savings,54156.43,2022-02-11,True,EUR
ES0827254211964834575435,Corporate,8232.4,2022-05-24,False,USD
ES2110503576121433058001,Checking,9255.23,2023-09-06,True,USD
ES8513084206163459422189,Corporate,59348.21,2023-03-27,False,EUR
ES4253621677113669643101,Corporate,1950.65,2024-01-30,False,USD
ES3921342509384223858839,Corporate,88765.23,2022-12-13,True,GTQ
ES3277505802677301293703,Corporate,61826.91,2021-07-07,False,USD
ES5879523531570968647901,Checking,75701.46,2023-09-29,False,EUR
ES0965217823989834125829,Corporate,18476.66,2022-11-04,False,GTQ
ES7133779103009813467717,Checking,95192.13,2023-05-12,False,EUR
ES3107618648167542192925,Corporate,25653.18,2023-06-26,False,GTQ
ES5251617984569878946670,Corporate,50803.17,2024-09-13,False,USD
ES0965474317577533196813,Savings,49270.46,2021-07-17,False,GTQ
ES2079290944267434522005,Checking,50083.0,2020-08-29,True,USD
ES1812636909412209566351,Checking,67624.64,2020-03-07,True,EUR
ES7840805500140365614222,Checking,64150.41,2020-12-27,True,USD
ES5695660405706411414466,Savings,76522.41,2025-02-10,True,EUR
ES3585861511980699808284,Corporate,31233.0,2021-06-15,False,USD
ES2956108052142979125835,Corporate,30706.08,2020-08-24,True,GTQ
ES5488134691569026106159,Corporate,16305.17,2024-12-22,True,USD
ES1161302834530329978522,Checking,78795.3,2024-09-15,True,GTQ
ES7867447137224533456424,Corporate,16556.13,2025-01-29,False,GTQ
ES0770565637747030338825,Corporate,79086.11,2024-09-23,False,USD
ES4849087814676392731607,Checking,47726.19,2024-01-18,False,EUR
ES3051605242011717336397,Savings,31317.01,2020-10-24,False,GTQ
ES1390413784123827208084,Checking,45521.08,2024-07-30,False,GTQ
ES8244008412423051231159,Checking,76506.83,2022-08-19,True,EUR
ES4811596108339727841850,Savings,96899.32,2023-06-25,False,GTQ
ES5981948247774352303955,Savings,97523.59,2022-05-24,False,USD
ES1735422486056318105683,Corporate,21019.1,2020-06-01,False,EUR
ES9407297851812263976895,Checking,3344.22,2023-01-07,False,EUR
ES4071840474767686829916,Checking,56248.75,2021-07-14,True,USD
ES4891166812984922404655,Corporate,50791.4,2022-01-07,False,USD
ES1130094311377587592980,Savings,25070.64,2023-08-12,False,GTQ
ES7376994627887455578513,Checking,94207.92,2022-11-10,False,USD
ES7440630888305652483001,Corporate,39616.24,2022-02-15,False,USD
ES3790032228518947784462,Checking,98705.99,2022-12-30,False,USD
ES7406156489591766461640,Savings,6555.34,2022-06-09,False,EUR
ES4474721483213826392086,Corporate,37575.43,2024-05-11,False,USD
ES3378971111992344449923,Checking,14294.19,2024-10-22,True,EUR
ES5224835852105030881812,Corporate,41963.96,2024-10-12,True,USD
ES4673249494832365118759,Corporate,30586.71,2022-04-14,True,GTQ
ES0470057682620758110284,Savings,44387.86,2021-11-19,False,GTQ
ES3865014538846360619148,Corporate,76515.93,2024-08-21,False,GTQ
ES3048214493389501226243,Corporate,81913.69,2023-11-22,True,USD
ES2046056690028162025001,Savings,87201.81,2024-08-07,False,EUR
ES6496037515504005785756,Checking,74980.05,2022-01-26,True,USD
ES4320981450409098702395,Checking,47364.31,2021-12-21,False,EUR
ES1588641650715624088072,Checking,20699.53,2025-01-24,False,EUR
ES3386472695712029239622,Corporate,75017.38,2023-04-10,True,USD
ES5163665426941515067674,Savings,64581.78,2020-09-05,False,EUR
ES9767338911274714604365,Checking,80011.6,2024-01-14,True,GTQ
ES9802234573957806527242,Checking,2603.93,2023-03-19,False,USD
ES3836213690274488464608,Corporate,87435.01,2024-04-07,False,GTQ
ES6167210746204793748474,Checking,28982.0,2022-09-23,False,GTQ
ES0501452093455414105926,Savings,73708.95,2021-02-13,True,GTQ
ES3200149142199138602156,Savings,53644.48,2025-02-13,True,GTQ
ES5415437632889463373008,Checking,61393.12,2024-05-31,True,USD
ES0771663225732321594056,Corporate,43663.73,2022-05-08,False,EUR
ES1271582399127901510789,Checking,89046.22,2022-11-08,True,GTQ
ES1574547579803716582636,Checking,8229.55,2024-07-03,False,EUR
ES2884152174042968916803,Corporate,78330.18,2022-12-10,False,USD
ES2137250440586916712389,Checking,57899.05,2021-10-27,True,GTQ
ES4139069286371186502031,Checking,2868.29,2022-10-18,True,EUR
ES8674420862456258048649,Checking,15899.0,2024-12-20,True,GTQ
ES8172812511477521659484,Corporate,77010.11,2021-06-01,False,GTQ
ES4398665123083559668594,Corporate,20832.82,2021-02-06,False,GTQ
ES3345345529402451968412,Corporate,16107.87,2022-07-09,True,USD
ES3828258571349713077664,Checking,18977.09,2020-07-03,True,GTQ
ES8465315543270002038001,Corporate,94504.98,2020-06-16,True,USD
ES0482794369812453825273,Corporate,35503.44,2022-02-19,True,EUR
ES5672504706052886373177,Checking,92918.08,2021-01-22,True,USD
ES8214152689700927988439,Checking,17165.6,2023-11-10,False,USD
ES3682493618648243942574,Savings,77462.19,2021-10-17,True,USD
ES5380219134073800904820,Checking,13187.9,2022-11-29,False,USD
ES0412540466919212554608,Checking,86885.75,2021-12-07,True,EUR
ES7934059620953237442746,Savings,45234.43,2023-06-13,False,USD
ES0738131435132869681318,Savings,77327.39,2021-07-12,True,USD
ES2011904692124990272502,Savings,51163.63,2022-01-18,True,USD
ES8512828520715596216383,Savings,12915.47,2024-11-08,False,GTQ
ES0283511307256179804986,Corporate,36480.64,2021-07-20,False,EUR
ES8455054379878588436920,Savings,21822.42,2020-03-17,True,GTQ
ES7818654554373280613581,Checking,48319.92,2023-10-25,True,EUR
ES2207931086863006177831,Savings,1718.3,2022-01-22,False,EUR
ES5535477788687924830846,Savings,36113.43,2021-10-25,False,USD
ES2659247182405432217731,Checking,94648.12,2024-01-15,False,USD
ES6042521892975498348296,Corporate,9360.7,2022-07-10,False,EUR
ES5743151420827690770636,Savings,95179.61,2021-03-14,False,GTQ
ES4757531323411484583511,Corporate,89835.79,2020-05-17,True,USD
ES8269348996575327794748,Savings,18558.48,2023-09-15,True,USD
ES5420741187502679744837,Corporate,16420.07,2020-07-01,False,USD
ES8073944717206969701886,Savings,60024.24,2022-01-03,True,GTQ
ES9335865308572094071308,Corporate,30015.37,2022-10-04,False,USD
ES0518413111726713395665,Checking,18069.58,2021-04-20,True,GTQ
ES3725448490603821501501,Corporate,18979.85,2021-06-13,True,USD
ES4270722068040198150938,Savings,50257.98,2023-08-18,False,EUR
ES5844071303789285971947,Corporate,37945.23,2021-05-11,False,GTQ
ES7679831553277741840283,Checking,3819.34,2024-09-12,True,EUR
ES5876641285692344230485,Savings,88993.22,2024-08-04,True,GTQ
ES3671806404647230305979,Savings,91444.12,2022-10-06,True,GTQ
ES3896178778428093438980,Checking,76487.73,2024-11-16,True,USD
ES3719884990127588583777,Savings,2478.91,2024-12-08,True,USD
ES3856263154945454562579,Checking,98830.96,2024-03-16,True,EUR
ES7799820026433827104790,Checking,98353.51,2024-07-02,False,USD
ES0246827763939263993313,Corporate,81133.09,2022-04-22,True,EUR
ES9704483132992255329872,Checking,47479.21,2024-12-07,False,USD
ES5852866104086467955474,Checking,65981.05,2024-04-18,False,GTQ
ES5093888340704078397595,Corporate,71915.21,2022-04-09,False,EUR
ES3472550614230331212473,Corporate,83277.85,2022-04-12,True,USD
ES2996188349648014232665,Savings,51958.67,2022-10-05,True,USD
ES8572209776742916094999,Corporate,9136.71,2025-02-05,True,GTQ
ES9670089194441964364039,Checking,28947.68,2020-11-12,True,USD
ES3351730215443626378328,Savings,25816.4,2025-02-19,False,EUR
ES0959757367122906552134,Corporate,97421.72,2024-05-09,False,USD
ES5215874571454396005398,Checking,42780.07,2024-02-07,True,GTQ
ES8063542968012941839052,Corporate,93527.82,2025-02-12,True,GTQ
ES3116297957317939164048,Checking,63556.14,2022-12-15,True,USD
ES1633604813149675369723,Savings,15152.49,2020-05-01,True,USD
ES7935949315320123922995,Savings,40279.6,2023-04-27,True,GTQ
ES6395024794242334762726,Checking,48900.64,2022-12-10,False,USD
ES9627616069154426248294,Corporate,87083.06,2023-07-07,False,EUR
ES4448710776318388553692,Savings,45866.17,2024-01-15,False,GTQ
ES4144418200019897147138,Checking,12664.09,2024-03-23,False,GTQ
ES0644053955694278454177,Corporate,92464.68,2024-01-26,False,USD
ES6878979870943618713808,Checking,34757.32,2020-07-04,False,GTQ
ES6609569972705050542587,Checking,66661.56,2020-03-25,False,GTQ
ES8287520571388023812880,Checking,7248.66,2023-03-03,False,EUR
ES7846007681157313436704,Corporate,3515.98,2023-09-09,True,USD
ES4524323951068014587632,Savings,97533.7,2020-05-23,True,USD
ES6161987475159863886992,Corporate,71556.84,2022-09-26,True,EUR
ES3593425795708328441153,Checking,45803.92,2024-11-08,True,GTQ
ES4862274808486470656267,Savings,40358.25,2021-10-01,True,USD
ES4176434043300196108025,Corporate,22963.85,2022-01-13,True,USD
ES8175047264413282776410,Corporate,74714.98,2021-01-16,True,GTQ
ES3157273745265740975105,Corporate,52979.48,2020-03-13,False,GTQ
ES4125737484832248761607,Savings,69675.78,2024-01-14,True,EUR
ES2297711170753608256612,Savings,10913.67,2024-07-05,True,GTQ
ES6134661204953791077084,Corporate,86035.14,2022-11-14,True,GTQ
ES1186070690122021761306,Savings,54541.34,2021-09-28,False,USD
ES2208311318975101361299,Checking,5842.31,2022-07-09,False,EUR
ES5343863935303821591494,Checking,90194.71,2021-07-20,False,EUR
ES2267029249493171628022,Checking,32870.21,2023-06-21,False,USD
ES0609249267350678182195,Savings,25881.59,2021-11-12,False,USD
ES6524328222052916731025,Corporate,61698.61,2022-12-22,True,USD
ES0229580258312734766155,Checking,14890.02,2020-11-08,False,USD
ES6832776788161294260909,Savings,39732.59,2021-08-04,True,GTQ
ES7395917810234566169750,Checking,39708.97,2024-02-10,True,USD
ES0616837103344283741631,Checking,7982.63,2021-05-16,False,USD
ES3863313340433713139744,Checking,13223.67,2021-10-20,True,USD
ES6849752301446108566502,Checking,15098.44,2023-04-23,False,EUR
ES0276643357277334455389,Savings,64038.9,2020-03-13,False,GTQ
ES2909799662197426872422,Savings,77394.15,2023-08-26,False,USD
ES1816530282459903028782,Corporate,44388.93,2021-04-13,True,GTQ
ES7409631892748437633301,Corporate,61393.53,2021-02-07,True,USD
ES8079111047206294147161,Corporate,34796.34,2020-07-10,False,USD
ES5968405620159763612777,Checking,83959.77,2021-03-09,False,USD
ES0645602198235637888597,Corporate,47186.04,2021-10-19,True,GTQ
ES0288319951702993918924,Corporate,86685.11,2023-10-15,False,EUR
ES5363200192253803546268,Savings,52761.09,2022-03-13,True,GTQ
ES8384223091433101191429,Corporate,96013.71,2021-12-12,False,USD
ES7668753732502046062207,Corporate,49958.65,2024-12-05,False,EUR
ES0508246724089991437139,Savings,64167.93,2023-07-19,False,GTQ
ES8503889593693451825582,Corporate,28310.7,2023-11-15,False,GTQ
ES8356827820548510406726,Corporate,33554.14,2023-09-10,False,EUR
ES6473408197009513495727,Savings,2279.68,2022-12-22,False,USD
