accountNumber,branchCode,openHours,establishedYear
ES2282835703916656548000,BR-63831,"['04:14', '03:32']",2000
ES8437844063728676234868,BR-32909,"['00:04', '17:26']",2010
ES2482890595012107492367,BR-32978,"['06:31', '07:15']",1995
ES8743670332600065809587,BR-88974,"['02:12', '10:25']",2006
ES2276516017644451594997,BR-03135,"['02:23', '00:01']",1994
ES3080998436592330308281,BR-23826,"['12:54', '23:37']",2000
ES9627550562748741324498,BR-02752,"['22:00', '22:52']",1993
ES6593780275992049629226,BR-36082,"['04:24', '18:38']",2017
ES1605311595139442357729,BR-16802,"['15:08', '07:41']",1991
ES2233603837036705985599,BR-47302,"['19:46', '13:53']",2006
ES9365125980888021344357,BR-32978,"['13:13', '11:34']",2019
ES4528417575564454236609,BR-77943,"['18:20', '10:27']",2003
ES8663025868304825447678,BR-67645,"['02:12', '10:25']",2012
ES9099827747175807388388,BR-17919,"['07:19', '17:26']",2023
ES4767415671144922124985,BR-51162,"['05:09', '01:40']",2013
ES7131196208264078997180,BR-90780,"['23:05', '18:12']",2019
ES4239110779668843619856,BR-67704,"['11:31', '11:29']",2010
ES1987284806112719972547,BR-51162,"['14:39', '04:32']",1994
ES8054443483553851289994,BR-02752,"['10:39', '01:59']",2010
ES1373851925765580538897,BR-54802,"['16:29', '16:04']",1998
ES2214502510000957787653,BR-31360,"['00:32', '21:06']",1994
ES7483897480461188988707,BR-27654,"['17:33', '19:51']",2015
ES7261462439940481643294,BR-87891,"['05:08', '22:50']",1995
ES1222972870542244808449,BR-50883,"['09:46', '12:23']",2010
ES2732816690151124698902,BR-12728,"['23:45', '01:37']",1995
ES0828605948598793471456,BR-16746,"['08:54', '22:52']",1997
ES0254487940451090873844,BR-63758,"['15:22', '21:05']",2016
ES0671374570615143362515,BR-64012,"['10:59', '06:56']",1991
ES0713992518826883338478,BR-19471,"['23:55', '11:30']",2005
ES3757206038682510475386,BR-88974,"['12:17', '10:07']",1996
ES8648636517739769705732,BR-44827,"['23:07', '09:01']",2002
ES4844789625921495700159,BR-62011,"['13:13', '11:34']",2010
ES3914838652397087335224,BR-03970,"['00:32', '21:06']",2020
ES2975748808499201694487,BR-63758,"['01:20', '05:25']",2017
ES5469151403121185391317,BR-87724,"['19:31', '23:42']",2023
ES4322584343573266300451,BR-65148,"['05:02', '11:48']",2006
ES6276276176789592794515,BR-27654,"['07:57', '17:56']",2008
ES4564908409608046876896,BR-16802,"['04:14', '03:32']",2014
ES5255302493212921953433,BR-29515,"['10:39', '01:59']",2009
ES8785133353179836864268,BR-78944,"['19:23', '20:44']",2021
ES7142406697384559385350,BR-59470,"['20:02', '18:44']",2021
ES9652558705397197749076,BR-91544,"['22:54', '04:53']",1993
ES8915645899436799457945,BR-59619,"['15:22', '21:05']",1995
ES7300420455265486408770,BR-49773,"['12:43', '23:44']",2010
ES0745885563101408593338,BR-00594,"['02:12', '10:25']",1996
ES5897054567391934085273,BR-32978,"['03:54', '12:55']",2006
ES3209586628674159951371,BR-10307,"['08:54', '22:52']",2005
ES6394098849354469068730,BR-23028,"['15:59', '14:11']",2004
ES9315139296176248744515,BR-49773,"['07:39', '18:36']",2015
ES8603039620556162035487,BR-87724,"['00:11', '16:58']",2003
ES0369086261969966318100,BR-63831,"['20:47', '15:54']",2010
ES6611260443620804808087,BR-26756,"['17:35', '09:34']",2003
ES5825636638047988632645,BR-09866,"['16:29', '16:04']",2002
ES8393982884405312331492,BR-09518,"['23:45', '01:37']",1995
ES8304290341418065511891,BR-00594,"['17:33', '19:51']",2014
ES3201988811555265052736,BR-33047,"['09:55', '18:51']",2023
ES5134268131329680964287,BR-23621,"['05:09', '01:40']",1997
ES3307606905427422717500,BR-19471,"['02:26', '02:12']",2004
ES9103906806043265548629,BR-31589,"['04:48', '10:41']",2012
ES5685062821279379662179,BR-92688,"['15:15', '04:06']",2017
ES6168912865565439001969,BR-03135,"['23:05', '18:12']",2015
ES0587041321981719422919,BR-16884,"['10:59', '06:56']",1997
ES9831692411167519056813,BR-92688,"['09:29', '18:55']",2011
ES8112986761093788768390,BR-33335,"['11:09', '00:14']",2002
ES9336291116392689486450,BR-66075,"['06:31', '07:15']",2016
ES3635282767333106340180,BR-65148,"['07:04', '14:18']",2020
ES5596497431385701941785,BR-59470,"['23:05', '18:12']",2011
ES3000407067917644597871,BR-92688,"['22:30', '19:50']",2015
ES2987512914699480936024,BR-59619,"['06:25', '14:00']",1994
ES5549615860800716354024,BR-02860,"['05:22', '22:19']",1997
ES3471520689603063726770,BR-47149,"['05:22', '22:19']",2002
ES7525261536938960329993,BR-71032,"['10:39', '01:59']",2006
ES7418088172176107962241,BR-39871,"['13:13', '11:34']",1993
ES1960724093363428167272,BR-77943,"['00:56', '17:57']",1999
ES6321363824372236833815,BR-23621,"['11:31', '11:29']",2012
ES4322002184101971607666,BR-09866,"['23:07', '09:01']",1997
ES9596206866093751793257,BR-23826,"['22:02', '03:57']",2005
ES9354217231809532278683,BR-27654,"['12:54', '23:37']",1996
ES2911000918627972006423,BR-33534,"['01:20', '05:25']",2017
ES1978062382387840915970,BR-70960,"['10:59', '06:56']",1998
ES8758698401638121800738,BR-35232,"['12:17', '10:07']",2009
ES3039870258455619095786,BR-71032,"['04:14', '03:32']",2005
ES3780960225243818793241,BR-16802,"['09:55', '18:51']",2010
ES7835193527949814776216,BR-44827,"['12:03', '03:29']",1990
ES8304223822699999094759,BR-97370,"['03:54', '12:55']",2023
ES8006206008714636660461,BR-40385,"['07:59', '06:04']",2021
ES1610231607308944366107,BR-59470,"['19:46', '13:53']",2015
ES3904401967335444751247,BR-52206,"['15:15', '04:06']",1997
ES8687810974632819558342,BR-44487,"['19:46', '13:53']",1998
ES8532395634544473541812,BR-65148,"['07:08', '14:40']",2000
ES3455793800325302603457,BR-95600,"['07:57', '17:56']",1997
ES6703904978962424880984,BR-16746,"['02:42', '20:58']",2013
ES0827254211964834575435,BR-04892,"['05:09', '01:40']",2014
ES2110503576121433058001,BR-67704,"['13:05', '12:35']",2021
ES8513084206163459422189,BR-80428,"['03:35', '07:14']",2009
ES4253621677113669643101,BR-95096,"['09:36', '08:38']",2010
ES3921342509384223858839,BR-23621,"['19:23', '20:44']",2004
ES3277505802677301293703,BR-09866,"['17:35', '09:34']",2017
ES5879523531570968647901,BR-06363,"['04:24', '05:53']",2003
ES0965217823989834125829,BR-93804,"['10:16', '10:50']",1990
ES7133779103009813467717,BR-87891,"['09:46', '12:23']",2014
ES3107618648167542192925,BR-16746,"['02:42', '20:58']",1997
ES5251617984569878946670,BR-50348,"['01:17', '09:36']",2018
ES0965474317577533196813,BR-87340,"['07:57', '17:56']",1998
ES2079290944267434522005,BR-12610,"['07:08', '14:40']",1995
ES1812636909412209566351,BR-69748,"['20:53', '23:33']",2009
ES7840805500140365614222,BR-44487,"['16:09', '07:27']",2006
ES5695660405706411414466,BR-64012,"['08:28', '15:40']",2006
ES3585861511980699808284,BR-62011,"['15:31', '05:09']",2003
ES2956108052142979125835,BR-69748,"['08:49', '15:54']",1991
ES5488134691569026106159,BR-17919,"['10:38', '08:15']",2021
ES1161302834530329978522,BR-09866,"['13:05', '12:35']",1997
ES7867447137224533456424,BR-40385,"['04:24', '18:38']",2003
ES0770565637747030338825,BR-64012,"['19:46', '13:53']",2003
ES4849087814676392731607,BR-44487,"['04:24', '18:38']",2000
ES3051605242011717336397,BR-12728,"['13:05', '12:35']",2023
ES1390413784123827208084,BR-81309,"['19:46', '13:53']",2015
ES8244008412423051231159,BR-87724,"['02:26', '02:12']",1997
ES4811596108339727841850,BR-87724,"['07:59', '06:04']",2000
ES5981948247774352303955,BR-33335,"['13:05', '12:35']",2010
ES1735422486056318105683,BR-88974,"['15:31', '05:09']",1994
ES9407297851812263976895,BR-23028,"['12:37', '18:46']",2013
ES4071840474767686829916,BR-03135,"['04:14', '03:32']",2020
ES4891166812984922404655,BR-87340,"['07:59', '06:04']",2023
ES1130094311377587592980,BR-46395,"['08:28', '15:40']",2009
ES7376994627887455578513,BR-40385,"['23:55', '11:30']",2000
ES7440630888305652483001,BR-16802,"['05:08', '22:50']",2017
ES3790032228518947784462,BR-33047,"['13:05', '12:35']",2008
ES7406156489591766461640,BR-09518,"['09:56', '21:13']",2010
ES4474721483213826392086,BR-37852,"['09:29', '18:55']",1997
ES3378971111992344449923,BR-35232,"['11:12', '02:12']",1991
ES5224835852105030881812,BR-61372,"['03:35', '07:14']",1990
ES4673249494832365118759,BR-02860,"['22:30', '19:50']",1993
ES0470057682620758110284,BR-02860,"['09:46', '12:23']",1992
ES3865014538846360619148,BR-70799,"['04:48', '10:41']",2021
ES3048214493389501226243,BR-51686,"['16:09', '07:27']",2002
ES2046056690028162025001,BR-47149,"['08:33', '05:16']",1995
ES6496037515504005785756,BR-36082,"['09:36', '23:48']",2012
ES4320981450409098702395,BR-87724,"['02:42', '20:58']",2014
ES1588641650715624088072,BR-51162,"['23:45', '01:37']",2000
ES3386472695712029239622,BR-69748,"['04:46', '00:14']",2000
ES5163665426941515067674,BR-78944,"['19:31', '23:42']",2020
ES9767338911274714604365,BR-87340,"['12:54', '23:37']",1998
ES9802234573957806527242,BR-54802,"['20:38', '20:03']",2005
ES3836213690274488464608,BR-67704,"['02:23', '00:01']",2003
ES6167210746204793748474,BR-33610,"['10:16', '10:50']",1994
ES0501452093455414105926,BR-81309,"['08:49', '15:54']",2008
ES3200149142199138602156,BR-87724,"['20:51', '01:04']",2021
ES5415437632889463373008,BR-32978,"['23:58', '07:29']",2020
ES0771663225732321594056,BR-46395,"['02:12', '10:25']",2013
ES1271582399127901510789,BR-62011,"['02:23', '00:01']",2014
ES1574547579803716582636,BR-50883,"['15:59', '14:11']",2016
ES2884152174042968916803,BR-03970,"['07:19', '17:26']",1992
ES2137250440586916712389,BR-19471,"['01:20', '05:25']",2015
ES4139069286371186502031,BR-92688,"['22:30', '19:50']",1991
ES8674420862456258048649,BR-61372,"['00:56', '17:57']",2021
ES8172812511477521659484,BR-19471,"['23:05', '18:12']",1995
ES4398665123083559668594,BR-65148,"['17:35', '09:34']",1994
ES3345345529402451968412,BR-16884,"['18:29', '05:17']",1995
ES3828258571349713077664,BR-06363,"['12:17', '10:07']",2021
ES8465315543270002038001,BR-63831,"['17:33', '19:51']",2020
ES0482794369812453825273,BR-32978,"['13:05', '12:35']",2018
ES5672504706052886373177,BR-27654,"['02:42', '20:58']",2000
ES8214152689700927988439,BR-46395,"['12:17', '10:07']",2010
ES3682493618648243942574,BR-88974,"['02:26', '02:12']",1990
ES5380219134073800904820,BR-44487,"['15:59', '14:11']",1995
ES0412540466919212554608,BR-50348,"['10:16', '10:50']",2004
ES7934059620953237442746,BR-49773,"['10:16', '10:50']",1997
ES0738131435132869681318,BR-47149,"['03:35', '07:14']",2021
ES2011904692124990272502,BR-66075,"['05:13', '23:22']",1990
ES8512828520715596216383,BR-36784,"['04:48', '10:41']",1995
ES0283511307256179804986,BR-76567,"['13:05', '21:01']",2012
ES8455054379878588436920,BR-66075,"['07:08', '14:40']",1995
ES7818654554373280613581,BR-75513,"['04:24', '18:38']",2014
ES2207931086863006177831,BR-02860,"['19:46', '13:53']",1996
ES5535477788687924830846,BR-87784,"['01:57', '07:23']",1997
ES2659247182405432217731,BR-66075,"['01:20', '05:25']",1995
ES6042521892975498348296,BR-50348,"['19:31', '23:42']",2017
ES5743151420827690770636,BR-70799,"['10:16', '10:50']",2003
ES4757531323411484583511,BR-88974,"['07:04', '14:18']",2018
ES8269348996575327794748,BR-43674,"['05:02', '11:48']",1994
ES5420741187502679744837,BR-50883,"['02:42', '20:58']",2021
ES8073944717206969701886,BR-06330,"['23:55', '11:30']",2010
ES9335865308572094071308,BR-47149,"['07:57', '17:56']",2014
ES0518413111726713395665,BR-77236,"['12:03', '03:29']",2010
ES3725448490603821501501,BR-92688,"['01:57', '07:23']",2015
ES4270722068040198150938,BR-92688,"['07:04', '14:18']",2016
ES5844071303789285971947,BR-34639,"['12:43', '23:44']",2023
ES7679831553277741840283,BR-06330,"['02:23', '00:01']",2008
ES5876641285692344230485,BR-51162,"['12:03', '03:29']",1997
ES3671806404647230305979,BR-11314,"['05:22', '22:19']",1996
ES3896178778428093438980,BR-91544,"['14:29', '01:43']",1996
ES3719884990127588583777,BR-54802,"['20:38', '20:03']",2005
ES3856263154945454562579,BR-44827,"['09:29', '18:55']",2000
ES7799820026433827104790,BR-23621,"['09:56', '21:13']",1994
ES0246827763939263993313,BR-50348,"['14:39', '04:32']",1999
ES9704483132992255329872,BR-44487,"['02:12', '10:25']",2015
ES5852866104086467955474,BR-39871,"['18:56', '22:59']",2023
ES5093888340704078397595,BR-69634,"['04:39', '18:39']",2000
ES3472550614230331212473,BR-09866,"['22:02', '03:57']",2021
ES2996188349648014232665,BR-12728,"['19:23', '20:44']",2013
ES8572209776742916094999,BR-87784,"['09:55', '18:51']",1997
ES9670089194441964364039,BR-43674,"['19:46', '13:53']",2006
ES3351730215443626378328,BR-47149,"['04:14', '03:32']",2019
ES0959757367122906552134,BR-63758,"['18:03', '15:45']",2021
ES5215874571454396005398,BR-51162,"['23:45', '01:37']",2010
ES8063542968012941839052,BR-69634,"['09:56', '21:13']",1996
ES3116297957317939164048,BR-69634,"['10:38', '08:15']",2020
ES1633604813149675369723,BR-23826,"['10:59', '06:56']",2010
ES7935949315320123922995,BR-52206,"['09:36', '15:32']",1995
ES6395024794242334762726,BR-91544,"['17:35', '09:34']",2019
ES9627616069154426248294,BR-51162,"['01:17', '09:36']",2008
ES4448710776318388553692,BR-32978,"['08:54', '22:52']",1998
ES4144418200019897147138,BR-70960,"['18:56', '22:59']",1995
ES0644053955694278454177,BR-12728,"['07:57', '17:56']",1995
ES6878979870943618713808,BR-50883,"['06:25', '14:00']",2018
ES6609569972705050542587,BR-44827,"['13:13', '11:34']",1990
ES8287520571388023812880,BR-81309,"['09:36', '15:32']",1991
ES7846007681157313436704,BR-16746,"['14:39', '04:32']",1996
ES4524323951068014587632,BR-03135,"['21:22', '18:41']",1997
ES6161987475159863886992,BR-67645,"['20:40', '11:41']",2015
ES3593425795708328441153,BR-35232,"['08:28', '15:40']",1995
ES4862274808486470656267,BR-31589,"['12:03', '03:29']",1997
ES4176434043300196108025,BR-40385,"['02:12', '10:25']",2003
ES8175047264413282776410,BR-04892,"['15:31', '05:09']",1995
ES3157273745265740975105,BR-59619,"['01:20', '05:25']",2018
ES4125737484832248761607,BR-02752,"['06:25', '14:00']",2021
ES2297711170753608256612,BR-33335,"['21:22', '18:41']",2018
ES6134661204953791077084,BR-43674,"['17:33', '19:51']",2018
ES1186070690122021761306,BR-17362,"['05:09', '01:40']",1991
ES2208311318975101361299,BR-23028,"['01:57', '07:23']",2009
ES5343863935303821591494,BR-16884,"['05:08', '22:50']",2009
ES2267029249493171628022,BR-59470,"['12:03', '03:29']",1997
ES0609249267350678182195,BR-75513,"['16:10', '14:57']",2010
ES6524328222052916731025,BR-64012,"['05:08', '22:50']",2020
ES0229580258312734766155,BR-75513,"['04:46', '00:14']",2017
ES6832776788161294260909,BR-04892,"['02:12', '10:25']",2009
ES7395917810234566169750,BR-12610,"['02:26', '02:12']",2015
ES0616837103344283741631,BR-67704,"['15:08', '07:41']",2010
ES3863313340433713139744,BR-92688,"['01:17', '09:36']",1993
ES6849752301446108566502,BR-17919,"['05:09', '01:40']",1994
ES0276643357277334455389,BR-87724,"['17:33', '19:51']",2010
ES2909799662197426872422,BR-59470,"['04:14', '03:32']",1990
ES1816530282459903028782,BR-06330,"['17:33', '19:51']",2023
ES7409631892748437633301,BR-46995,"['11:14', '07:45']",2020
ES8079111047206294147161,BR-10307,"['01:20', '05:25']",2002
ES5968405620159763612777,BR-69634,"['16:29', '16:04']",2015
ES0645602198235637888597,BR-33335,"['11:14', '07:45']",2022
ES0288319951702993918924,BR-49773,"['20:51', '01:04']",2015
ES5363200192253803546268,BR-59619,"['05:09', '01:40']",2019
ES8384223091433101191429,BR-06330,"['07:08', '14:40']",2004
ES7668753732502046062207,BR-44487,"['05:02', '11:48']",2010
ES0508246724089991437139,BR-87891,"['09:56', '21:13']",2013
ES8503889593693451825582,BR-92688,"['21:22', '18:41']",2010
ES8356827820548510406726,BR-63831,"['16:09', '07:27']",2004
ES6473408197009513495727,BR-59470,"['12:17', '10:07']",1994
