accountNumber,deviceId,lastUsed,frequency,isVerified
ES7921864976645843464013,2f07a8ff-5418-4f6b-8e86-8040888538e2,2025-01-19 16:54:32.461705,8,False
ES9169923448647418304945,9dbe3376-590b-4681-a97d-5344f7859b40,2025-01-23 10:17:16.334848,45,False
ES0841072101468532237216,0f2e921e-3ff3-4a4a-a4c4-4e4c2fa275ae,2025-01-14 10:09:32.820889,21,True
ES3760479923706739354937,b17f864e-3270-4227-b380-4304508e2324,2025-01-30 01:08:07.109727,90,False
ES6017480049775942907987,35ff58cf-60c2-4aa0-b0b3-c43fe15d3c36,2025-01-29 10:48:23.829423,51,True
ES0899076251132109932136,befe02c6-8352-4895-bcae-34cb58be5571,2025-01-31 21:45:59.326626,51,False
ES1797425448539637465962,6c5ffd2c-ac3e-440d-af33-71a0cbe311f1,2025-01-05 05:09:21.608731,88,False
ES1750742459556939216611,f263c77e-16a1-484d-a8a9-f8a7ff1adaa8,2025-02-06 01:25:29.720858,97,True
ES1036926724253675300601,50357b4e-19ef-49d3-bbc7-979b9a7fe94e,2025-01-13 02:46:05.067075,10,True
ES3856263154945454562579,ec942981-13b0-4819-b44f-a9cc0473bffc,2025-02-03 03:18:16.178626,17,True
ES8021558370174413072223,5844093a-5142-4fc1-8817-bace3f44029d,2025-01-14 17:38:31.587336,88,True
ES9811296749488686762763,1c594a8e-edcf-4198-b191-309922c72608,2025-02-25 21:18:25.736583,22,True
ES3737748452419886708771,d08994ec-fc47-419e-86ff-cdcc2d61c442,2025-01-11 23:47:44.942293,86,False
ES8163805502060140998825,f1d07496-227e-4622-9de5-4da4022c126a,2025-01-23 05:49:12.282572,33,False
ES9567726771918302188864,33032afb-4028-49fa-b88b-e35c37cfef88,2025-02-25 19:29:57.201766,41,False
ES4932201696085408530337,41e0cfbd-7476-4e1a-b9cf-e3b946cb432c,2025-02-03 16:55:39.766037,46,True
ES2710724337419643059713,5d431013-9792-4920-afae-0406d292657b,2025-01-31 19:22:42.388477,42,False
ES7120234426294357863021,99b889fa-94e7-45b7-b999-889aaff9e52d,2025-01-29 00:30:42.366884,67,False
ES5280358744044530664414,cf699c8f-9874-414c-8af0-68dbfe50ea4c,2025-01-06 16:39:05.270783,81,True
ES7903655324505667046876,d79e4ddd-d674-44fa-9dd9-5c50b95932fc,2025-01-26 16:11:05.966428,7,False
ES8671900136331895323916,d023ca17-0b27-4690-8744-64f54f9bfb5f,2025-01-04 21:27:01.147429,71,False
ES7889305909459363559506,2319f9f0-a1dd-4ca9-ada3-7c44cd59b51b,2025-02-05 07:38:50.377036,70,False
ES6271895389809932654639,9f68a65d-bf49-4ed3-8a31-f48f9a01e3bf,2025-02-03 17:35:26.836508,70,False
ES4671557600856982420056,1ca8d806-a73b-4c62-b760-06c0d9427972,2025-01-01 07:42:12.962821,1,False
ES7662336988079123915112,62ae4077-a562-413b-8a7d-c65474556251,2025-02-24 07:24:41.892272,50,True
ES5247692976747822955613,d8cc623f-ff2c-48a8-abf2-aef5cace3a66,2025-01-30 02:36:37.772841,47,False
ES4784204608639019106905,012fe369-b247-422d-83d9-dac8397c650f,2025-02-20 09:04:02.600890,87,True
ES3760479923706739354937,33c5dbfe-9798-4804-9bd0-d9be2752d4dd,2025-02-11 09:55:11.813794,73,True
ES5094797621534199098191,4e2adf7e-7a7c-441c-a518-85e4aa64ad23,2025-01-05 04:04:23.948542,1,False
ES8821155311256078562014,3b35275b-b312-40f0-85bf-f6d423f455b4,2025-02-09 15:28:55.957486,25,True
ES2672002910237884436228,fde953b0-e74c-4240-b96d-7366828d3cb3,2025-02-02 04:59:06.802341,65,True
ES3039451876442526512912,da83e09e-787b-4bc4-8613-e1f4ce8d45ac,2025-02-03 05:24:44.964580,3,True
ES0276643357277334455389,d023ca17-0b27-4690-8744-64f54f9bfb5f,2025-01-04 00:03:13.865383,29,True
ES0349161197561917605433,07940fc4-d0d2-4558-a834-5b4f6e5f208f,2025-01-12 12:40:15.645030,50,False
ES1311407306137890237302,b4d84898-7e86-434a-886a-f221641d4022,2025-02-06 19:48:15.067269,45,True
ES6279383378791178670648,1f82c713-d03f-45e3-a696-f71db0358088,2025-01-25 20:29:12.944086,75,True
ES0487820997116947578126,c90f4eab-61ab-431b-81db-7fd4d964d6ab,2025-01-05 22:13:23.365731,70,False
ES3897580474607185987703,7be02e65-528c-49d5-8a5c-995e34028644,2025-02-10 18:44:11.098065,100,True
ES2207931086863006177831,9dbe3376-590b-4681-a97d-5344f7859b40,2025-02-04 03:22:12.037981,90,False
ES7671760195595103827764,692d38ca-63e6-449e-9763-6926663781e3,2025-02-03 21:17:01.153576,14,True
ES5735080262497121454491,10ae0746-b9f5-4c6b-894a-4ffc06c754dc,2025-01-09 08:29:15.923502,29,True
ES1264600247765451344924,a93bf1f8-17eb-4d80-bc65-ddad23e39a91,2025-01-30 16:40:51.473351,46,False
ES5624622541233690755790,c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,2025-02-21 02:55:32.530869,100,True
ES5118483061527090783173,0c39c102-55aa-4a03-8c94-8615e567926d,2025-02-08 08:24:06.745952,11,False
ES5868428801462831944137,3d8d8197-057f-4e3b-8eb5-71b376829b61,2025-01-22 07:38:11.768692,36,True
ES9836704131652278336974,079314df-e500-47ed-a2e6-2b70fcc5214e,2025-01-20 12:37:22.700590,17,True
ES9255755033590586796030,6162de4c-04e5-441c-976c-1699f729b6a0,2025-01-15 21:00:05.860047,98,False
ES9162441075961630186336,743cafbd-c369-420f-84db-4117506b1b34,2025-01-06 06:05:59.899362,35,False
ES5561835311227724425662,3fd83d4a-2cc0-4e10-96d8-1c020c736b50,2025-01-25 04:55:18.942265,66,False
ES5903655172164597409760,62ae4077-a562-413b-8a7d-c65474556251,2025-02-02 07:26:40.432801,87,False
ES2559259549518866002103,8be0c23c-c334-4844-ba95-2601ce36c775,2025-01-03 04:29:40.701221,90,True
ES6534193588831909459880,c161126e-9fa0-40e2-99f2-4efae50560fe,2025-01-24 12:56:43.630353,89,True
ES0647084976412716357368,b91c3f77-8f84-4013-8c69-c8b693a3273c,2025-01-21 17:12:36.723807,69,True
ES9103906806043265548629,56a1a5ee-5cc5-48b6-946f-10c662a4c7fc,2025-01-30 08:22:30.651671,64,True
ES4091484754968700693837,ba997cb8-ec1f-44ac-b09b-97b7acf41237,2025-01-03 16:14:29.922995,62,False
ES0330325082068152616818,cebd2972-f43e-4fe2-9632-9fcc08967b41,2025-01-01 19:18:28.876493,96,False
ES4386726386679055109246,2ffd2377-41ee-4ba1-b25c-f4d3769462c4,2025-01-27 18:03:01.902541,80,False
ES5420741187502679744837,0ee97ccc-b9ad-498f-a0ed-73d9e7067ed1,2025-02-09 21:21:40.366427,91,False
ES5575245716343648741358,206abb9f-53d6-41bd-afb1-eeb08f85a7e1,2025-01-29 20:28:27.921388,51,True
ES8188043919197095898248,6cb51c90-f550-4da4-b353-eb1c42d82bd0,2025-02-13 18:10:39.793310,64,True
ES1139589136115711667537,c89b0e8e-db17-495f-96ed-6a6caf3e210f,2025-01-07 11:06:41.918795,6,True
ES3076147947899570566364,d4113ba5-e411-4c61-af6f-3d5b765091bf,2025-01-13 16:57:35.194444,87,False
ES7460089171968527511385,6486f0e0-09da-4c12-acfa-5b4a71ddc03a,2025-01-05 05:58:20.081512,39,True
ES6514726992456217495954,d562bf23-70ee-4491-aaef-2672b6cc5bda,2025-01-10 23:17:37.151912,10,False
ES1523176626011150575830,6b39f533-f817-43bf-b5ab-2565ef3b16b9,2025-01-17 21:55:54.852262,55,True
ES0965217823989834125829,835becb4-49ef-4f64-b6c4-59aa5e8fc1b6,2025-02-15 23:04:30.800504,97,False
ES3887447495712033337469,33032afb-4028-49fa-b88b-e35c37cfef88,2025-02-16 20:14:56.938355,9,False
ES0490750219405157521318,dd2c0907-5492-4aeb-9e2e-7abc60d499be,2025-01-17 11:48:30.934098,5,True
ES7180164140775326248029,5731ce8f-e3f3-4cac-943e-b5645de0e1df,2025-01-17 03:10:08.553395,3,False
ES2657065106341599856514,fc85e61f-7437-419f-88d0-0b6d6d631ef0,2025-01-26 04:18:51.916757,21,False
ES4029887981060758416324,6371cda6-63eb-462e-8ce6-50583a246817,2025-01-24 08:58:56.646702,55,False
ES7458057190023837344820,6e945179-a7bc-4ded-bbd0-91b79399aab4,2025-01-28 23:32:28.104764,45,False
ES5318918147334707918527,33032afb-4028-49fa-b88b-e35c37cfef88,2025-01-29 15:42:39.371344,79,True
ES2364619004271020017309,a18869d0-ce3c-4d9e-b576-c79417eb7915,2025-02-10 05:46:15.698943,27,True
ES4005995233755325397933,5284e405-887e-433e-bc73-086979ad1341,2025-01-27 14:26:32.580417,37,True
ES3116660542514776699375,d9a465d9-d7a5-41cd-a826-feed568030a5,2025-02-06 00:14:28.388893,46,True
ES2293505118407064448938,02ade3ad-aa93-463c-bb29-2a74781b0b23,2025-02-10 07:02:34.852362,75,True
ES3676817671122949378299,435ba4e5-2575-4eed-9c7b-4024257863f8,2025-01-02 04:35:08.281590,61,True
ES4066858025745201865553,816ae339-183e-46d8-a67d-b04accd14200,2025-02-02 03:25:51.813418,39,False
ES3273322752272831191055,9be7ada0-d2e1-44b3-934f-622f8e255d32,2025-01-20 14:23:48.733997,66,False
ES8112986761093788768390,57a23212-a3a9-45db-90b3-f5e181a28689,2025-01-11 06:33:13.223933,8,True
ES2637347815936883721825,51bc1b05-4233-406a-bc69-cf261740141c,2025-01-30 00:55:39.539916,30,True
ES1422049176798560292008,43cb097f-373d-4bd7-9ebf-b0b82dd6dcd3,2025-02-23 14:57:15.368732,50,False
ES5960313181861229896879,ecce16d2-3410-4c68-b0d0-9482af48f47d,2025-02-14 17:33:02.465236,30,True
ES3648838751283044114186,ed394586-9c56-4469-8d9d-886d90c7e224,2025-01-28 16:06:32.132175,89,False
ES2477556152604154111186,7a33796c-b086-402e-87a4-25bf183bce5f,2025-01-09 16:37:31.518724,43,True
ES5127708723582362075571,ad41d24f-0468-448b-ae41-ee60bfda4e65,2025-01-19 07:09:52.859416,67,True
ES0214439475623676176536,48471968-7c48-4380-9378-176b53c8c403,2025-02-12 10:42:30.397170,100,False
ES6673401745156104461362,89fb6b15-9340-47d0-b665-a0879a8841dc,2025-01-25 20:20:02.244405,80,False
ES1648290793585964248856,eb9821c1-8600-426e-a8e9-19c162eb4895,2025-01-25 02:02:57.047314,56,False
ES7668753732502046062207,a6ad97e2-8a95-4665-80f9-0bf92b62c755,2025-01-09 12:05:38.565086,86,False
ES6400219614303716501659,a6195897-6a56-4578-b11f-67c4ccd30895,2025-02-07 13:26:46.659281,63,True
ES3472550614230331212473,0732ab76-02b5-4645-820d-5ef697fa07c4,2025-02-02 07:05:08.098609,32,False
ES9035915227990431402931,a632729d-9985-4330-8b20-c20312110517,2025-02-03 23:00:33.313157,76,True
ES3336588800150159278397,28dba54a-67c0-4924-a58b-7f4e432c1060,2025-01-05 18:57:25.674468,84,True
ES4091484754968700693837,5c7cb400-2d54-48dc-82f2-198e1645c921,2025-02-10 16:17:43.885929,18,False
ES5852866104086467955474,724c49be-bd13-4471-a71a-eb10476deb90,2025-02-11 09:05:58.572195,51,True
ES6142112505477522608054,9abdb1d0-e38f-402c-8139-270d49cf8cdb,2025-01-12 18:38:05.146425,88,False
ES3472452000312339468067,a0708ee8-2899-4f6e-8af8-50fb6a435211,2025-02-05 08:12:19.111793,46,False
ES0734280697809921394947,fa516bc8-72ca-43f6-b0b2-c8efd65d5920,2025-01-28 08:01:21.250894,20,False
ES4648027735740336727727,05a651c6-7c3f-4b05-a71b-c30d669b1d4c,2025-01-04 09:41:52.001671,48,True
ES5415437632889463373008,3920c80f-7d71-4005-abbe-3d37f63759b1,2025-01-12 01:37:24.746528,93,False
ES6116704748279381181701,7b427e39-0224-4722-a183-13d8b9fc3f3e,2025-02-26 11:35:50.439473,86,True
ES2364619004271020017309,fc85e61f-7437-419f-88d0-0b6d6d631ef0,2025-01-09 08:31:05.204021,55,True
ES0752137474919547525637,25e71895-ee3b-4d73-af60-1abe177ec80f,2025-01-19 11:04:30.458267,29,True
ES3852156921421739645930,bcf67f4f-e209-4037-aa62-84d7fe4a7617,2025-01-20 14:59:08.107332,44,True
ES9421710171672466810699,724a68f3-0804-4f48-bb0a-2a7470fedc0f,2025-02-07 22:57:13.754080,51,True
ES1279477089693885565810,5d4da68f-c31d-4527-966b-1bd9bc6aa7a1,2025-02-08 06:57:25.745525,57,False
ES4792671701470880647743,a99b1952-8e60-4050-b277-b2064a428996,2025-02-10 20:39:28.568453,7,False
ES6972935249110872930420,260671f4-5d54-43c3-a42e-68ad5fa19814,2025-01-14 13:47:35.111038,8,False
ES0970483249462025039188,83eda062-0e09-4764-a225-fac8c53c0fa4,2025-02-02 02:50:31.744884,14,False
ES7364090695258749345517,d33a7713-6423-46bc-a9a7-38617d7f5c24,2025-02-16 12:37:25.903367,87,False
ES5139019441124708651287,3c93d098-b6d3-492d-813d-eb775113fed5,2025-01-31 17:38:51.780598,20,False
ES9115297422783437666600,faf22472-8f43-4a7f-8dd5-49515d69d40c,2025-01-25 09:22:42.422570,51,True
ES5278524699043157046349,9abdb1d0-e38f-402c-8139-270d49cf8cdb,2025-01-08 23:58:02.079830,39,True
ES5526265312243854117710,02441975-e815-46b4-a4d6-f20256c10893,2025-01-12 13:33:49.849298,93,True
ES2060554632751013228611,88119494-df7d-4abc-904d-86df7a0e6fc0,2025-02-23 01:30:12.111710,40,False
ES5879523531570968647901,cf20398b-7bc9-45cc-ad20-4a5a7c2b6422,2025-01-09 15:49:15.774906,50,True
ES3157273745265740975105,aa2e2ff1-2903-4751-90b4-fe28128aeced,2025-02-26 12:37:15.535796,46,True
ES6952831768798184799123,2f07a8ff-5418-4f6b-8e86-8040888538e2,2025-01-16 13:41:02.927657,28,False
ES2559259549518866002103,2319f9f0-a1dd-4ca9-ada3-7c44cd59b51b,2025-02-08 22:43:49.960031,27,False
ES9103279084870970774050,c8fe9a96-d249-4541-9ead-1f3e6342b3bc,2025-01-14 14:37:45.166075,49,False
ES3995806552057249624493,c3a2ff53-572e-439d-bbe7-09507898b55e,2025-01-31 13:25:50.327136,78,True
ES1856586120487704849732,b6d7bfca-f519-4a3d-a409-698a7e71c196,2025-02-07 05:51:26.196408,94,False
ES9407297851812263976895,1155abec-8d94-458d-b8df-82fae1e22e61,2025-01-13 01:42:46.942101,24,False
ES8664164497813851929204,6162de4c-04e5-441c-976c-1699f729b6a0,2025-01-24 17:04:23.261415,23,False
ES7994569314594447412430,cf96f31f-57c6-4cfa-8dbe-16b0cb5a81a7,2025-01-03 06:49:14.656735,66,False
ES7965253554999025444149,d33a7713-6423-46bc-a9a7-38617d7f5c24,2025-01-17 12:57:04.611383,10,True
ES8596333528464733621580,8162bbdb-8db5-4364-8b2c-a4be72937fa0,2025-02-20 14:42:33.144858,86,False
ES7855630926162511667037,73bdf715-9092-4204-b560-85f680414959,2025-01-02 20:39:36.640795,99,True
ES4417998374065391567844,6cf77e7e-b4c7-48f8-9e81-71ea3949e527,2025-01-21 23:59:10.541882,95,True
ES4956190267298901406015,33c5dbfe-9798-4804-9bd0-d9be2752d4dd,2025-01-29 08:54:22.497295,14,True
ES8637348645811733021834,144f0686-7b2e-492c-aa96-1045808fc6d7,2025-02-22 13:42:26.727991,92,False
ES9830520431796806931660,858806fb-9634-4400-8b2b-fa2b600f4c2e,2025-01-28 14:49:36.500670,73,False
ES9481278569747398008009,b91c3f77-8f84-4013-8c69-c8b693a3273c,2025-02-22 02:58:52.044978,65,True
ES3643845836907049851620,4cb81031-5b78-4dc6-b41e-7f736815806a,2025-01-13 17:59:44.685388,89,True
ES5026099521519272994053,7be02e65-528c-49d5-8a5c-995e34028644,2025-02-07 05:25:29.658036,71,True
ES7705940975407629603431,5413e331-ce5f-4bea-a8e9-093f7be728fb,2025-02-24 09:54:31.456108,59,False
ES1789010386188702409097,57a23212-a3a9-45db-90b3-f5e181a28689,2025-01-09 09:57:30.665756,12,True
ES5864422526821722114468,5140f4f6-87f6-4273-a7be-713ba0bd013b,2025-02-25 07:11:53.452712,5,False
ES8475465488183727147444,b6a918f0-ac39-41d5-9247-e246a62a04c1,2025-01-31 23:07:32.046464,25,True
ES0758133844223850995044,b291f765-83ac-4933-8f24-5c925675fb1b,2025-01-28 17:14:10.485257,67,False
ES8496640835114645021314,a65b6c51-ed36-446f-88a5-cc68683968f7,2025-02-21 12:26:05.373488,35,True
ES3231922905298584645593,5d1144fe-d2ad-4b32-876d-71a6194a9768,2025-01-22 22:01:46.387297,21,False
ES5960401648596121685652,e7bf177f-d485-4eea-9c68-2523de6dbfa2,2025-01-29 10:57:18.746241,50,False
ES5224835852105030881812,fa3f41b1-0606-4ceb-8e46-f530565f5a69,2025-02-23 02:34:37.399122,79,True
ES2295692929713824003472,5a26665a-2039-4992-a2d9-2c9690fa070c,2025-01-25 05:56:08.523469,97,False
ES7835193527949814776216,e66df786-c10e-4c02-b680-5eaa08947cbe,2025-02-14 17:34:01.644900,9,True
ES5109517735483354531846,9f419b1e-5c79-4c53-b4ed-771fa8dfad31,2025-02-08 06:09:50.625326,34,True
ES4481710745141373383643,b291f765-83ac-4933-8f24-5c925675fb1b,2025-01-18 16:00:58.361123,17,True
ES9010327256851104163294,cf96f31f-57c6-4cfa-8dbe-16b0cb5a81a7,2025-01-06 17:32:55.018508,65,False
ES5685062821279379662179,82e1ee3a-5ec3-4f58-b9bc-76cd27c73c8c,2025-01-30 20:10:16.179595,39,False
ES2274418616415177983877,cf96f31f-57c6-4cfa-8dbe-16b0cb5a81a7,2025-02-03 03:02:05.154068,1,True
ES6371979339545010392816,78e55bd5-7620-44c1-9e5d-d75c30337814,2025-01-09 19:12:51.076342,75,False
ES7459442496038211701269,62d35416-84a3-40c2-8b7e-6e4b00d37ddf,2025-01-10 16:07:37.003063,3,True
ES0895252517341711045661,132fe702-c3d7-48cd-9019-36f698893873,2025-02-07 19:45:24.355070,25,False
ES8160188565903347532683,1f2ddb7d-80c2-4b26-ab35-45a98eb332e3,2025-01-21 17:22:24.764910,4,False
ES8363821458981278653471,691c2731-02dd-47ff-aa83-db7e5f45903e,2025-01-02 15:24:59.032408,32,True
ES0345858616047290418905,2a4eb040-d419-48ce-98d8-575e2193a536,2025-02-24 04:19:08.750938,61,False
ES3896178778428093438980,560147e6-65fd-4f9d-8ed8-d56d68ad6105,2025-02-05 17:34:06.788769,89,True
ES5535477788687924830846,ccf09822-d84c-4b6f-b802-c5204b7983e3,2025-02-04 04:21:15.699373,42,False
ES7261462439940481643294,f626a0e1-3102-47aa-bbdd-2ef02fd0f47b,2025-01-03 10:51:51.094410,47,True
ES3283898432443310597935,285e9ece-89a6-43ee-9a24-6ee244467bba,2025-01-15 21:18:14.721763,3,False
ES5395403492568664417268,b67ca90e-a3e6-40f0-ad21-355cfb5e4dbd,2025-02-03 06:21:12.063561,73,False
ES0606203047144689829635,fb14896e-a63e-46b5-991a-c3b1aa75f529,2025-01-01 07:17:47.295588,71,False
ES4467420655315157013967,48318d6c-e64b-4b1d-830c-9d479ad1f3c7,2025-02-18 10:21:25.517946,47,True
ES7586505573596200199740,690db2d5-cb9f-42f3-845c-02c64e505b77,2025-01-11 21:49:05.772549,7,False
ES7019296221924921403939,5cca9adc-83e1-4bcf-bdd0-cf20374c5f00,2025-02-18 02:06:50.946044,8,False
ES5655085914918711723534,419b6ee7-e9a5-4c21-b18a-3e18a1d2e517,2025-01-11 14:46:54.785577,12,True
ES6972935249110872930420,33032afb-4028-49fa-b88b-e35c37cfef88,2025-02-13 23:35:23.192730,83,False
ES4593485216310701683502,8be0c23c-c334-4844-ba95-2601ce36c775,2025-01-14 02:46:42.944054,2,False
ES2996422971220964095353,d369dd75-02ae-486b-8484-a9bb1a2a63aa,2025-01-27 13:01:25.780471,6,False
ES3161750061027524525720,7a33796c-b086-402e-87a4-25bf183bce5f,2025-02-12 08:11:15.292521,83,False
ES1036926724253675300601,d023ca17-0b27-4690-8744-64f54f9bfb5f,2025-01-26 10:26:55.558988,82,True
ES2635467190385309273029,dd7982a0-a670-4fb1-8330-78b62b0ff521,2025-02-06 02:48:23.437827,81,True
ES3283898432443310597935,990ab483-559e-4155-96ba-c77177104d67,2025-02-21 10:25:09.788859,48,False
ES1866565166786509921641,225fb951-5009-4598-9fcb-44a2175de1e2,2025-01-25 09:30:28.455518,15,True
ES0459107936807456890696,2ab42f02-bcad-4691-88c1-2fdfdba0029a,2025-02-09 23:16:40.399544,96,False
ES7323715750418757254726,bf2e20a7-3580-48c6-ae04-c3d87f5157c9,2025-01-28 19:57:39.454029,86,True
ES2009100568815657785848,690db2d5-cb9f-42f3-845c-02c64e505b77,2025-02-06 13:28:15.110726,69,True
ES4389425069650716516109,02441975-e815-46b4-a4d6-f20256c10893,2025-02-14 12:33:25.485313,12,False
ES0971633495997926446915,d9a465d9-d7a5-41cd-a826-feed568030a5,2025-01-08 23:38:03.157317,78,False
ES4891166812984922404655,35d4602d-6b01-4560-b0ac-d7a58441b7f3,2025-01-11 10:25:32.312193,56,True
ES1778563574736717000861,4bfe51af-e27e-4de3-b457-e8e4abb5b5ff,2025-01-01 12:44:36.055782,62,True
ES9627616069154426248294,bcf67f4f-e209-4037-aa62-84d7fe4a7617,2025-01-19 12:03:34.589925,47,False
ES5319532150623619878641,82e1ee3a-5ec3-4f58-b9bc-76cd27c73c8c,2025-02-12 08:30:47.837681,71,True
ES6524328222052916731025,7ed1d52b-7aef-40de-bd20-49d8688d6ed8,2025-01-11 06:35:41.967570,12,True
ES0828889794500058565989,a18869d0-ce3c-4d9e-b576-c79417eb7915,2025-02-13 07:52:36.190934,72,True
ES6897575940237752206699,4730405c-3150-4f3b-b095-2f4f9ee43604,2025-02-11 08:59:13.451542,49,False
ES5589438455658886925124,9f68a65d-bf49-4ed3-8a31-f48f9a01e3bf,2025-01-21 03:04:48.073139,99,False
ES3808411248478602816760,9e7235dc-1b08-49cb-98ec-3555921a68c8,2025-02-25 01:04:39.039032,26,False
ES8536556231976531194048,d25a0a6d-188f-4876-af3c-74eafc2b8e57,2025-02-06 22:06:35.445856,37,True
ES0828525634517756472684,c90f4eab-61ab-431b-81db-7fd4d964d6ab,2025-02-12 09:51:41.873728,38,True
ES2931784996231298509576,25f7cc13-41a2-4fc2-9b7e-94ccb685a135,2025-01-31 00:50:06.804579,60,False
ES9215559290629335993556,4932d1b3-5c17-48da-b33c-699ff3bc4038,2025-02-20 07:04:45.242970,51,False
ES9883472324867801327767,e9d3f77d-a89f-4cf3-95ef-cad561584b92,2025-01-18 20:28:26.317024,9,True
ES4671557600856982420056,1e38da09-2728-494f-a0d0-c2d6024258dd,2025-01-09 11:15:30.183034,45,False
ES6136738591080196092757,c6c4cb62-b8c5-468d-9d6d-b014b0bac61b,2025-02-25 04:30:32.751328,10,False
ES3386472695712029239622,56a1a5ee-5cc5-48b6-946f-10c662a4c7fc,2025-01-20 05:16:56.567995,77,False
ES7104927602179159545723,5f854805-9d80-423a-9b04-a065f5478f62,2025-02-21 16:55:36.585896,8,False
ES2060554632751013228611,eae141e5-52fc-40bb-a31f-21be42852902,2025-02-12 07:30:05.775068,64,False
ES7735419608951267015168,a519a6e5-7645-4fbd-b021-bd23b17406d5,2025-01-17 20:08:59.297586,98,True
ES5773203226071847832099,b2710c10-21fa-494b-bb46-f6a91a3864bd,2025-01-24 01:23:52.741991,70,True
ES8788048831038262625986,206abb9f-53d6-41bd-afb1-eeb08f85a7e1,2025-01-07 17:23:19.135175,80,False
ES8743670332600065809587,079314df-e500-47ed-a2e6-2b70fcc5214e,2025-02-02 17:32:26.480215,37,False
ES6770331263676574873263,e8b840e4-5459-45d4-ab92-84c9f7dc90f0,2025-02-01 11:20:14.123246,58,False
ES9767338911274714604365,2ab42f02-bcad-4691-88c1-2fdfdba0029a,2025-01-30 02:14:50.437925,93,True
ES5418010976654172154505,13950adb-1f0a-441e-9ff1-5a63cd0affab,2025-01-15 05:28:56.019244,77,False
ES1878184737700995406113,d5a0db9c-3d08-425b-a9a6-1be266aa3141,2025-02-23 08:35:27.512587,90,True
ES3896178778428093438980,a65b6c51-ed36-446f-88a5-cc68683968f7,2025-02-11 13:44:15.394162,64,True
ES4431585309135387295549,72e2d9e6-fedf-4422-bb18-9dc99e1b4e80,2025-02-13 09:19:01.898782,76,False
ES5908083994841042793710,9786abac-5b83-45a9-a3e4-6ba7fdec3be8,2025-01-10 21:53:45.574217,75,False
ES8002090991343663250181,2f07a8ff-5418-4f6b-8e86-8040888538e2,2025-01-09 00:59:00.242769,48,True
ES9620630151485562777796,7097837c-7b65-4f5a-844f-ff38362c90bd,2025-02-25 21:45:10.780459,38,False
ES7949389205742000060662,fa3f41b1-0606-4ceb-8e46-f530565f5a69,2025-01-22 01:24:26.695865,41,False
ES5159881318033110626407,09e1d678-2987-42d5-9e87-935b56bc8a73,2025-01-10 21:47:05.307889,71,False
ES6136738591080196092757,8039e6c5-48b0-42a3-ad62-8bb6587ca79c,2025-02-02 20:33:48.799922,39,True
ES1352675669292624394020,a00fecee-f624-45e6-bc81-caa01a7f389f,2025-02-09 12:44:50.017126,3,False
ES8112986761093788768390,2d60dcc4-8110-4d25-837d-63890fecc0c8,2025-01-23 18:29:05.127815,36,True
ES2667954307485109986660,44eaf21a-8749-4b42-99cf-e64d57eeef9f,2025-01-31 17:15:06.458042,48,False
ES8758698401638121800738,9bf9e001-9b0a-47e1-a65b-5439a0560bb7,2025-01-30 23:51:06.402572,46,False
